    .25  137.001 4 551 2 1 & & 1 2 1 2 3 5 4 1 2 1 1 1 2 2 2 2 3 4 2 6 1 2 5 6 6 1 370 2 
    .38  138.001 5 571 1 2 & & 1 2 2 2 0 3 4 5 2 1 & & & & 2 2 3 3 1 3 1 3 4 7 5 1 570 2 
    .78  139.001 2 251 2 1 & & 1 1 2 3 4 & 3 2 2 1 1 1 1 & 2 2 3 4 1 3 1 2 4 2 6 1 950 1 
   1.62  140.001 3 402 & & 1 1 3 1 2 3 0 9 4 0 1 2 2 1 2 1 2 1 3 4 2 8 6 4 4 1 3 2 0 911 
   2.42  141.001 5 651 3 2 & & 2 1 2 2 10& 3 2 2 2 2 2 2 2 & 2 1 1 1 7 1 & 4 2 2 1 290 & 
   1.25  142.001 5 612 & & 1 1 3 2 1 3 6 & 3 2 1 2 2 2 2 1 1 1 3 4 3 4 1 2 4 2 6 2 0 901 
    .84  143.001 3 331 2 2 & & 1 2 2 3 4 9 2 2 2 1 1 2 & & 2 2 1 & 2 3 6 4 6 3 3 1 120 2 
    .37  144.001 1 5 2 & & 1 & 3 3 1 1 2 & 6 8 1 & & & & & 1 1 3 4 3 5 1 2 4 7 6 2 0 251 
   1.85  145.002 2 182 & & 1 1 3 2 1 3 6 & 4 4 1 2 1 2 2 1 & 1 2 3 3 5 1 2 6 2 6 2 0 121 
    .41  146.001 4 491 2 1 & & 1 1 & & 5 & 6 2 2 1 1 1 1 2 1 2 1 4 1 8 1 4 3 7 5 1 500 2 
    .27  147.001 4 451 1 1 & & 1 1 2 3 5 9 2 2 2 1 & & & & 1 2 3 4 2 5 1 2 4 3 5 1 340 2 
    .78  148.001 5 651 1 1 & & 1 1 1 2 6 & 6 102 1 & 1 & & 2 2 1 4 2 7 6 4 3 1 2 1 980 2 
    .44  150.002 1 2 1 1 1 & & 1 1 2 3 3 7 2 0 2 2 1 1 1 & 1 2 & & 2 8 4 & 6 1 6 1 590 2 
    .49  151.001 2 251 2 1 & & 1 2 1 3 0 2 2 2 2 2 1 1 2 2 2 2 3 3 3 7 1 4 5 1 5 1 720 2 
   1.17  152.001 3 401 1 1 & & 1 1 1 1 2 & 6 2 & 1 & & & & 1 2 3 4 1 9 3 4 3 1 2 1 140 2 
    .52  153.002 4 501 1 1 & & 1 2 2 2 2 9 3 2 2 1 1 1 & & 1 2 3 4 1 2 1 4 6 4 6 1 790 2 
   4.35  154.001 5 612 & & 1 1 3 1 2 1 0 2 3 0 1 & & & & & 1 1 3 4 3 9 6 & & 1 1 2 0 251 
    .36  155.001 1 5 2 & & 1 & 3 & 2 2 2 & 2 2 1 1 1 2 & & 1 1 3 4 2 4 1 2 4 7 6 2 0 251 
    .77  156.001 5 651 2 1 & & 2 2 2 2 2 3 2 1 1 1 1 1 2 2 1 1 3 4 2 5 1 2 6 3 6 1 110 1 
    .83  157.002 2 181 1 1 & & 1 2 2 3 2 5 3 6 2 1 2 1 1 1 2 2 & 1 1 5 1 2 3 & & 1 120 1 
    .68  158.001 5 571 1 1 & & 1 1 2 2 9 & 6 8 2 1 2 1 & & 2 2 3 4 1 7 1 2 3 1 3 1 860 1 
    .90  159.002 3 422 & & 1 1 3 2 1 1 3 & 6 6 1 2 2 2 2 2 1 1 & 4 3 5 1 2 3 1 2 2 0 611 
    .27  160.002 1 2 1 1 1 & & 1 2 1 2 5 & 4 2 2 1 1 1 1 2 2 2 1 4 1 5 1 4 4 7 6 1 450 2 
   1.27  161.002 4 461 1 1 & & 1 1 2 1 4 5 2 2 2 1 1 1 2 2 1 2 2 1 2 4 1 2 4 2 6 1 150 2 
    .52  162.001 1 131 1 1 & & 1 1 1 1 6 7 1 0 2 1 2 2 2 2 1 2 2 3 2 4 1 1 3 7 4 1 690 2 
    .63  163.001 3 401 1 1 & & 1 2 2 2 0 & 3 0 2 1 1 1 2 2 2 2 3 1 2 5 4 2 4 1 3 1 960 2 
   1.06  164.001 2 251 1 1 & & 1 1 1 1 0 & 1 0 1 1 2 2 2 2 1 1 1 1 1 4 1 1 2 2 4 1 130 1 
    .29  165.001 4 491 2 1 & & 1 1 & 3 4 5 2 1 1 2 1 1 2 2 1 1 3 2 1 8 1 2 6 6 4 1 350 1 
    .49  166.001 4 451 1 1 & & 1 1 2 1 2 3 5 1 1 1 & 2 2 1 2 2 3 2 1 5 1 3 4 2 4 1 610 1 
    .43  167.002 5 641 4 1 & & 1 2 1 & & & & & 1 & & 1 & & 1 1 3 4 2 3 1 3 6 7 4 1 & 0 1 
    .00  168.001 5 612 & & 2 2 2 1 2 3 6 & 3 2 2 1 1 1 & & 2 2 3 4 2 6 1 2 6 3 3 2 0 782 
   1.83  169.001 2 212 & & 1 1 3 2 1 1 3 9 6 4 1 2 1 2 2 1 1 1 2 4 3 9 1 2 4 3 5 2 0 121 
    .31  170.001 1 5 2 & & 1 & 3 1 2 1 2 3 6 & 1 & & 1 1 1 1 1 3 4 3 4 1 2 4 1 6 2 0 191 
   1.07  171.001 5 651 3 1 & & 1 2 1 3 7 & 3 102 1 1 1 2 2 & 2 1 4 1 7 6 4 6 7 3 1 160 2 
   2.22  172.002 2 184 & & & & & 2 1 & & & & & & & & & & & 1 1 2 4 3 9 1 4 6 3 6 3 0 0 1 
    .95  173.002 5 581 1 4 & & 1 2 2 & 10& 2 10& & & & & & & & & 1 2 6 4 & 3 7 2 1 0 0 1 
    .74  175.002 1 2 1 2 1 & & 1 1 1 3 6 & 3 0 2 2 2 1 & & 2 2 3 4 1 9 1 4 6 6 6 1 980 2 
    .90  176.002 2 302 & & 1 1 3 2 2 1 2 & 6 4 1 2 2 2 2 1 1 1 2 4 2 6 1 2 4 3 5 2 0 611 
   1.31  177.002 3 422 & & 1 1 3 2 2 3 2 3 3 1 1 1 1 2 1 1 1 1 3 3 3 6 1 2 4 1 6 2 0 901 
    .35  178.001 1 5 1 2 1 & & 1 2 1 3 8 & 3 6 & & & & & & 1 & 2 4 2 9 1 & 6 & 6 1 570 & 
    .71  179.002 4 501 1 1 & & 1 3 2 & & & 3 4 2 1 1 1 & & & 2 & 4 1 7 4 & 3 4 4 1 100 2 
    .99  180.002 4 461 1 1 & & 1 1 1 3 6 & 1 4 1 1 2 2 2 2 2 1 1 4 2 4 1 3 4 2 6 1 120 1 
    .13  181.001 4 491 2 1 & & 1 2 1 2 5 8 4 0 2 2 1 1 2 2 2 2 3 4 3 8 1 4 4 3 6 1 190 2 
   1.55  182.001 5 611 2 2 & & 1 2 1 3 6 & 1 4 1 2 2 2 1 1 2 1 2 4 3 9 1 2 2 1 4 1 230 1 
    .79  183.002 5 641 1 1 & & 1 1 1 1 5 & 6 102 1 2 1 & & 2 2 1 4 1 8 1 2 3 6 6 1 990 2 
   1.33  184.003 1 111 1 1 & & 1 1 1 3 1 & 3 0 2 1 1 1 1 1 1 2 3 3 2 7 1 2 6 2 4 1 170 2 
    .64  185.001 5 651 1 1 & & 1 1 2 2 2 3 6 1 2 1 & 1 & & 2 2 1 3 1 8 1 & 6 1 6 1 810 2 
   1.64  186.001 2 212 & & 1 1 3 2 2 1 2 3 6 4 1 2 2 1 2 2 1 1 3 4 3 7 1 & 3 1 6 2 0 111 
    .46  187.001 4 451 2 1 & & 1 2 1 1 0 & 1 2 2 1 1 1 & & 2 2 1 1 1 3 1 4 3 6 5 1 690 2 
   2.98  188.001 5 572 & & 1 1 3 2 2 1 9 & 6 6 1 2 2 1 & & & 1 2 4 3 9 5 & 2 2 1 2 0 211 
   1.27  189.002 1 101 1 2 & & 1 1 1 1 0 3 6 0 2 1 2 2 1 1 1 2 3 4 & 3 6 4 3 2 2 1 170 2 
   1.25  190.002 3 381 1 2 & & 2 & 1 3 5 & 3 2 2 1 & & 1 & & 2 3 2 2 7 1 & 5 3 5 1 170 2 
   1.11  191.002 2 181 2 1 & & 1 1 1 3 4 9 4 5 1 2 1 1 1 2 1 1 3 4 2 5 1 2 6 7 6 1 130 1 
    .91  192.002 5 581 1 1 & & 1 2 1 3 10& 4 102 1 2 1 1 2 1 2 3 4 2 7 1 4 3 2 5 1 140 1 
   1.59  193.002 3 422 & & 1 1 3 2 1 2 3 & 4 8 1 2 2 2 2 1 2 1 2 4 3 6 1 4 3 1 5 2 0 101 
